,0
985,"Glenn Beck : FOXNEWS : April 11, 2011 5:00pm-6:00pm EDT"
986,"Happening Now : FOXNEWS : April 27, 2011 11:00am-1:00pm EDT"
987,"America's News HQ : FOXNEWS : May 15, 2011 10:00am-12:00pm EDT"
988,"Red Eye : FOXNEWS : October 7, 2011 3:00am-4:00am EDT"
989,"Huckabee : FOXNEWS : October 31, 2011 3:00am-4:00am EDT"
990,"Greta Van Susteren : FOXNEWS : November 5, 2011 1:00am-2:00am EDT"
991,"The Five : FOXNEWS : January 19, 2012 5:00pm-6:00pm EST"
992,"Huckabee : FOXNEWS : July 8, 2012 11:00pm-12:00am EDT"
993,"FOX and Friends Saturday : FOXNEWS : July 25, 2009 7:00am-10:00am EDT"
994,"Red Eye : FOXNEWS : September 7, 2009 12:00am-1:00am EDT"
995,"The O'Reilly Factor : FOXNEWS : January 11, 2010 11:00pm-12:00am EST"
996,"America's News HQ : FOXNEWS : April 4, 2010 4:00pm-6:00pm EDT"
997,"Studio B With Shepard Smith : FOXNEWS : April 21, 2010 3:00pm-4:00pm EDT"
998,"Red Eye : FOXNEWS : April 22, 2010 3:00am-4:00am EDT"
999,"America's News HQ : FOXNEWS : August 1, 2010 4:00pm-6:00pm EDT"
1000,"America's News HQ : FOXNEWS : October 3, 2010 10:00am-12:00pm EDT"
1001,"Geraldo at Large : FOXNEWS : October 10, 2010 1:00am-2:00am EDT"
1002,"America Live : FOXNEWS : December 31, 2010 1:00pm-3:00pm EST"
1003,"Huckabee : FOXNEWS : April 10, 2011 3:00am-4:00am EDT"
1004,"Stossel : FOXNEWS : October 16, 2011 1:00am-2:00am EDT"
1005,"Studio B With Shepard Smith : FOXNEWS : October 26, 2011 3:00pm-4:00pm EDT"
1006,"America's News Headquarters : FOXNEWS : October 29, 2011 4:00pm-6:00pm EDT"
1007,"Cavuto on Business : FOXNEWS : November 5, 2011 10:30am-11:00am EDT"
1008,"FOX and Friends Saturday : FOXNEWS : April 14, 2012 6:00am-10:00am EDT"
1009,"The Five : FOXNEWS : May 8, 2012 2:00am-3:00am EDT"
1010,"Red Eye : FOXNEWS : July 26, 2009 12:00am-1:00am EDT"
1011,"America's News HQ : FOXNEWS : April 3, 2010 4:00pm-6:00pm EDT"
1012,"Forbes on FOX : FOXNEWS : April 12, 2010 5:00am-5:30am EDT"
1013,"Studio B With Shepard Smith : FOXNEWS : August 19, 2010 3:00pm-4:00pm EDT"
1014,"FOX and Friends Saturday : FOXNEWS : October 23, 2010 7:00am-10:00am EDT"
1015,"America Live : FOXNEWS : December 29, 2010 1:00pm-3:00pm EST"
1016,"Glenn Beck : FOXNEWS : January 28, 2011 5:00pm-6:00pm EST"
1017,"Studio B With Shepard Smith : FOXNEWS : April 15, 2011 3:00pm-4:00pm EDT"
1018,"The FOX Report With Shepard Smith : FOXNEWS : June 6, 2011 7:00pm-8:00pm EDT"
1019,"The Five : FOXNEWS : July 12, 2011 5:00pm-6:00pm EDT"
1020,"FOX News Watch : FOXNEWS : October 1, 2011 11:30pm-12:00am EDT"
1021,"Happening Now : FOXNEWS : October 13, 2011 11:00am-1:00pm EDT"
1022,"Stossel : FOXNEWS : October 29, 2011 10:00pm-11:00pm EDT"
1023,"The Five : FOXNEWS : November 5, 2011 10:00pm-11:00pm EDT"
1024,"FOX and Friends : FOXNEWS : January 18, 2012 6:00am-9:00am EST"
1025,"America Live : FOXNEWS : May 15, 2012 1:00pm-3:00pm EDT"
1026,"America's Election Headquarters : FOXNEWS : November 5, 2012 9:00am-11:00am EST"
1027,"FOX and Friends : FOXNEWS : August 11, 2009 6:00am-9:00am EDT"
1028,"FOX and Friends Sunday : FOXNEWS : August 30, 2009 7:00am-10:00am EDT"
1029,"Studio B With Shepard Smith : FOXNEWS : November 5, 2009 3:00pm-4:00pm EST"
1030,"Special Report With Bret Baier : FOXNEWS : April 24, 2010 4:00am-5:00am EDT"
1031,"America Live : FOXNEWS : October 14, 2010 1:00pm-3:00pm EDT"
1032,"America Live : FOXNEWS : November 2, 2010 12:00pm-2:00pm EST"
1033,"America's News HQ : FOXNEWS : November 14, 2010 10:00am-12:00pm EST"
1034,"Greta Van Susteren : FOXNEWS : April 7, 2011 1:00am-2:00am EDT"
1035,"Studio B With Shepard Smith : FOXNEWS : April 7, 2011 3:00pm-4:00pm EDT"
1036,"Bulls and Bears : FOXNEWS : November 5, 2011 10:00am-10:30am EDT"
1037,"America's News Headquarters : FOXNEWS : May 27, 2012 11:00am-12:00pm EDT"
1038,"Glenn Beck : FOXNEWS : July 4, 2009 5:00pm-6:00pm EDT"
1039,"The Live Desk : FOXNEWS : July 8, 2009 1:00pm-3:00pm EDT"
1040,"Red Eye : FOXNEWS : July 20, 2009 12:00am-1:00am EDT"
1041,"The FOX Report With Shepard Smith : FOXNEWS : August 18, 2009 7:00pm-8:00pm EDT"
1042,"The FOX Report With Shepard Smith : FOXNEWS : September 28, 2009 7:00pm-8:00pm EDT"
1043,"America's News HQ : FOXNEWS : October 11, 2009 12:00pm-2:00pm EDT"
1044,"Geraldo at Large : FOXNEWS : November 8, 2009 4:00am-5:00am EST"
1045,"FOX and Friends Saturday : FOXNEWS : November 21, 2009 7:00am-10:00am EST"
1046,"FOX Report : FOXNEWS : December 25, 2009 7:00pm-8:00pm EST"
1047,"FOX Report : FOXNEWS : December 27, 2009 7:00pm-8:00pm EST"
1048,"Glenn Beck : FOXNEWS : December 31, 2009 10:00pm-11:00pm EST"
1049,"America's Newsroom : FOXNEWS : January 11, 2010 9:00am-11:00am EST"
1050,"Red Eye : FOXNEWS : May 6, 2010 3:00am-4:00am EDT"
1051,"America's News HQ : FOXNEWS : June 20, 2010 10:00am-12:00pm EDT"
1052,"The FOX Report With Shepard Smith : FOXNEWS : August 6, 2010 7:00pm-8:00pm EDT"
1053,"America's Newsroom : FOXNEWS : August 17, 2010 9:00am-11:00am EDT"
1054,"Special Report With Bret Baier : FOXNEWS : December 30, 2010 4:00am-5:00am EST"
1055,"Happening Now : FOXNEWS : April 29, 2011 11:00am-1:00pm EDT"
1056,"America's News HQ : FOXNEWS : June 5, 2011 10:00am-12:00pm EDT"
1057,"America's News Headquarters : FOXNEWS : October 2, 2011 4:00pm-6:00pm EDT"
1058,"FOX News Sunday With Chris Wallace : FOXNEWS : October 9, 2011 2:00pm-3:00pm EDT"
1059,"Red Eye : FOXNEWS : October 27, 2011 3:00am-4:00am EDT"
1060,"Hannity : FOXNEWS : October 29, 2011 12:00am-1:00am EDT"
1061,"America Live : FOXNEWS : November 2, 2011 1:00pm-3:00pm EDT"
1062,"America's Newsroom : FOXNEWS : November 8, 2011 9:00am-11:00am EST"
1063,"FOX Report : FOXNEWS : July 8, 2012 7:00pm-8:00pm EDT"
1064,"Happening Now : FOXNEWS : July 20, 2009 11:00am-1:00pm EDT"
1065,"The Live Desk : FOXNEWS : August 4, 2009 1:00pm-3:00pm EDT"
1066,"The FOX Report With Shepard Smith : FOXNEWS : February 10, 2010 7:00pm-8:00pm EST"
1067,"Red Eye : FOXNEWS : April 27, 2010 3:00am-4:00am EDT"
1068,"America's Newsroom : FOXNEWS : June 16, 2010 9:00am-11:00am EDT"
1069,"FOX and Friends : FOXNEWS : December 1, 2010 6:00am-9:00am EST"
1070,"Cavuto on Business : FOXNEWS : January 1, 2011 10:30am-11:00am EST"
1071,"America's Newsroom : FOXNEWS : April 5, 2011 9:00am-11:00am EDT"
1072,"Hannity : FOXNEWS : April 14, 2011 12:00am-1:00am EDT"
1073,"The FOX Report With Shepard Smith : FOXNEWS : October 7, 2011 7:00pm-8:00pm EDT"
1074,"The O'Reilly Factor : FOXNEWS : October 10, 2011 11:00pm-12:00am EDT"
1075,"Studio B With Shepard Smith : FOXNEWS : October 17, 2011 3:00pm-4:00pm EDT"
1076,"FOX News Watch : FOXNEWS : October 29, 2011 2:30pm-3:00pm EDT"
1077,"America's News Headquarters : FOXNEWS : October 30, 2011 4:00pm-6:00pm EDT"
1078,"Greta Van Susteren : FOXNEWS : October 31, 2011 10:00pm-11:00pm EDT"
1079,"Hannity : FOXNEWS : November 8, 2011 12:00am-1:00am EST"
1080,"Special Report With Bret Baier : FOXNEWS : November 9, 2011 4:00am-5:00am EST"
1081,"FOX and Friends : FOXNEWS : July 14, 2009 6:00am-9:00am EDT"
1082,"The FOX Report With Shepard Smith : FOXNEWS : August 13, 2009 7:00pm-8:00pm EDT"
1083,"Happening Now : FOXNEWS : August 14, 2009 11:00am-1:00pm EDT"
1084,"FOX and Friends : FOXNEWS : August 26, 2009 6:00am-9:00am EDT"
1085,"America's News HQ : FOXNEWS : September 5, 2009 5:00pm-6:59pm EDT"
1086,"The Live Desk : FOXNEWS : November 2, 2009 1:00pm-3:00pm EST"
1087,"The O'Reilly Factor : FOXNEWS : November 3, 2009 8:00pm-9:00pm EST"
1088,"The FOX Report With Shepard Smith : FOXNEWS : November 19, 2009 7:00pm-8:00pm EST"
1089,"Hannity : FOXNEWS : November 26, 2009 9:00pm-10:00pm EST"
1090,"FOX and Friends : FOXNEWS : March 8, 2010 6:00am-9:00am EST"
1091,"FOX and Friends Saturday : FOXNEWS : September 18, 2010 7:00am-10:00am EDT"
1092,"FOX and Friends Saturday : FOXNEWS : October 30, 2010 6:00am-9:00am EST"
1093,"Glenn Beck : FOXNEWS : March 11, 2011 2:00am-3:00am EST"
1094,"America Live : FOXNEWS : April 28, 2011 1:00pm-3:00pm EDT"
1095,"Geraldo at Large : FOXNEWS : May 7, 2011 10:00pm-11:00pm EDT"
1096,"Studio B With Shepard Smith : FOXNEWS : September 30, 2011 3:00pm-4:00pm EDT"
1097,"The FOX Report With Shepard Smith : FOXNEWS : October 3, 2011 7:00pm-8:00pm EDT"
1098,"Your World With Neil Cavuto : FOXNEWS : October 4, 2011 4:00pm-5:00pm EDT"
1099,"Hannity : FOXNEWS : October 5, 2011 9:00pm-10:00pm EDT"
1100,"Hannity : FOXNEWS : October 6, 2011 9:00pm-10:00pm EDT"
1101,"Special Report With Bret Baier : FOXNEWS : October 7, 2011 6:00pm-7:00pm EDT"
1102,"America's News Headquarters : FOXNEWS : October 9, 2011 3:00pm-4:00pm EDT"
1103,"Geraldo at Large : FOXNEWS : November 7, 2011 1:00am-2:00am EST"
1104,"Geraldo at Large : FOXNEWS : January 23, 2012 1:00am-2:00am EST"
1105,"Special Report With Bret Baier : FOXNEWS : August 7, 2009 6:00pm-6:17pm EDT"
1106,"Hannity : FOXNEWS : September 14, 2009 9:00pm-10:00pm EDT"
1107,"FOX and Friends : FOXNEWS : September 16, 2009 6:00am-9:00am EDT"
1108,"The O'Reilly Factor : FOXNEWS : September 21, 2009 11:00pm-12:00am EDT"
1109,"FOX and Friends Saturday : FOXNEWS : October 3, 2009 7:00am-10:00am EDT"
1110,"Hannity : FOXNEWS : November 3, 2009 9:00pm-10:00pm EST"
1111,"The Live Desk : FOXNEWS : December 1, 2009 1:00pm-3:00pm EST"
1112,"Glenn Beck : FOXNEWS : April 22, 2010 5:00pm-6:00pm EDT"
1113,"Red Eye : FOXNEWS : April 24, 2010 3:00am-4:00am EDT"
1114,"FOX and Friends Saturday : FOXNEWS : May 15, 2010 7:00am-10:00am EDT"
1115,"FOX and Friends Sunday : FOXNEWS : October 17, 2010 7:00am-10:00am EDT"
1116,"FOX and Friends Sunday : FOXNEWS : October 24, 2010 7:00am-10:00am EDT"
1117,"Studio B With Shepard Smith : FOXNEWS : October 29, 2010 2:00pm-3:00pm EST"
1118,"America's Newsroom : FOXNEWS : December 31, 2010 9:00am-11:00am EST"
1119,"Glenn Beck : FOXNEWS : February 23, 2011 5:00pm-6:00pm EST"
1120,"Happening Now : FOXNEWS : April 7, 2011 11:00am-1:00pm EDT"
1121,"Geraldo at Large : FOXNEWS : April 9, 2011 10:00pm-11:00pm EDT"
1122,"America Live : FOXNEWS : April 12, 2011 1:00pm-3:00pm EDT"
1123,"Your World With Neil Cavuto : FOXNEWS : June 6, 2011 4:00pm-5:00pm EDT"
1124,"FOX and Friends Saturday : FOXNEWS : June 11, 2011 6:00am-10:00am EDT"
1125,"Greta Van Susteren : FOXNEWS : October 11, 2011 1:00am-2:00am EDT"
1126,"Special Report With Bret Baier : FOXNEWS : October 18, 2011 4:00am-5:00am EDT"
1127,"Greta Van Susteren : FOXNEWS : October 21, 2011 10:00pm-11:00pm EDT"
1128,"The Five : FOXNEWS : October 26, 2011 5:00pm-6:00pm EDT"
1129,"Special Report With Bret Baier : FOXNEWS : November 1, 2011 4:00am-5:00am EDT"
1130,"Hannity : FOXNEWS : November 8, 2011 9:00pm-10:00pm EST"
1131,"FOX and Friends : FOXNEWS : December 29, 2011 6:00am-9:00am EST"
1132,"The O'Reilly Factor : FOXNEWS : March 6, 2012 5:00am-6:00am EST"
1133,"Cavuto on Business : FOXNEWS : June 16, 2012 10:30am-11:00am EDT"
1134,"The Five : FOXNEWS : July 10, 2012 5:00pm-6:00pm EDT"
1135,"The Live Desk : FOXNEWS : July 9, 2009 1:00pm-3:00pm EDT"
1136,"The FOX Report With Shepard Smith : FOXNEWS : July 16, 2009 7:00pm-8:00pm EDT"
1137,"FOX and Friends Sunday : FOXNEWS : September 13, 2009 7:00am-10:00am EDT"
1138,"Your World With Neil Cavuto : FOXNEWS : September 24, 2009 4:00pm-5:00pm EDT"
1139,"FOX Report : FOXNEWS : February 27, 2010 7:00pm-8:00pm EST"
1140,"Your World With Neil Cavuto : FOXNEWS : April 22, 2010 4:00pm-5:00pm EDT"
1141,"The FOX Report With Shepard Smith : FOXNEWS : June 15, 2010 7:00pm-8:00pm EDT"
1142,"America's Newsroom : FOXNEWS : August 24, 2010 9:00am-11:00am EDT"
1143,"Geraldo at Large : FOXNEWS : October 3, 2010 4:00am-5:00am EDT"
1144,"Greta Van Susteren : FOXNEWS : October 20, 2010 9:00pm-10:00pm EST"
1145,"FOX and Friends : FOXNEWS : November 19, 2010 6:00am-9:00am EST"
1146,"Fox News Reporting : FOXNEWS : November 21, 2010 9:00pm-10:00pm EST"
1147,"Special Report With Bret Baier : FOXNEWS : November 23, 2010 4:00am-5:00am EST"
1148,"Special Report With Bret Baier : FOXNEWS : January 8, 2011 4:00am-5:00am EST"
1149,"FOX and Friends : FOXNEWS : February 21, 2011 6:00am-9:00am EST"
1150,"America Live : FOXNEWS : October 5, 2011 1:00pm-3:00pm EDT"
1151,"Stossel : FOXNEWS : October 9, 2011 1:00am-2:00am EDT"
1152,"FOX News Watch : FOXNEWS : October 15, 2011 11:30pm-12:00am EDT"
1153,"Greta Van Susteren : FOXNEWS : October 17, 2011 10:00pm-11:00pm EDT"
1154,"Stossel : FOXNEWS : October 22, 2011 10:00pm-11:00pm EDT"
1155,"Special Report With Bret Baier : FOXNEWS : October 26, 2011 6:00pm-7:00pm EDT"
1156,"Greta Van Susteren : FOXNEWS : November 1, 2011 10:00pm-11:00pm EDT"
1157,"Happening Now : FOXNEWS : November 4, 2011 11:00am-1:00pm EDT"
1158,"FOX Report : FOXNEWS : November 5, 2011 7:00pm-8:00pm EDT"
1159,"FOX News Sunday With Chris Wallace : FOXNEWS : November 27, 2011 2:00pm-3:00pm EST"
1160,"Bulls and Bears : FOXNEWS : December 3, 2011 10:00am-10:30am EST"
1161,"FOX News Watch : FOXNEWS : March 31, 2012 11:30pm-12:00am EDT"
1162,"FOX and Friends : FOXNEWS : May 15, 2012 6:00am-9:00am EDT"
1163,"Red Eye : FOXNEWS : October 1, 2009 3:00am-4:00am EDT"
1164,"The FOX Report With Shepard Smith : FOXNEWS : December 10, 2009 7:00pm-8:00pm EST"
1165,"America's News HQ : FOXNEWS : January 2, 2010 4:00pm-6:00pm EST"
1166,"The FOX Report With Shepard Smith : FOXNEWS : January 7, 2010 7:00pm-8:00pm EST"
1167,"Happening Now : FOXNEWS : January 25, 2010 11:00am-12:47pm EST"
1168,"FOX and Friends : FOXNEWS : March 2, 2010 6:00am-9:00am EST"
1169,"FOX and Friends : FOXNEWS : March 17, 2010 6:00am-9:00am EDT"
1170,"FOX and Friends Saturday : FOXNEWS : June 19, 2010 7:00am-10:00am EDT"
1171,"FOX and Friends Saturday : FOXNEWS : September 25, 2010 7:00am-10:00am EDT"
1172,"America's News HQ : FOXNEWS : October 17, 2010 9:00am-11:00am EST"
1173,"Glenn Beck : FOXNEWS : November 2, 2010 4:00pm-5:00pm EST"
1174,"America Live : FOXNEWS : September 7, 2011 1:00pm-3:00pm EDT"
1175,"FOX Report : FOXNEWS : October 1, 2011 7:00pm-8:00pm EDT"
1176,"The Five : FOXNEWS : October 14, 2011 5:00pm-6:00pm EDT"
1177,"Greta Van Susteren : FOXNEWS : October 27, 2011 1:00am-2:00am EDT"
1178,"FOX and Friends : FOXNEWS : December 16, 2011 6:00am-9:00am EST"
1179,"America's News HQ : FOXNEWS : September 20, 2009 12:42pm-2:00pm EDT"
1180,"The FOX Report With Shepard Smith : FOXNEWS : November 3, 2009 7:00pm-8:00pm EST"
1181,"America's Newsroom : FOXNEWS : January 14, 2010 9:00am-11:00am EST"
1182,"The FOX Report With Shepard Smith : FOXNEWS : March 29, 2010 7:00pm-8:00pm EDT"
1183,"America Live : FOXNEWS : April 22, 2010 1:00pm-3:00pm EDT"
1184,"Happening Now : FOXNEWS : April 29, 2010 11:00am-1:00pm EDT"
1185,"FOX and Friends Saturday : FOXNEWS : July 3, 2010 7:00am-10:00am EDT"
1186,"The O'Reilly Factor : FOXNEWS : July 12, 2010 8:00pm-9:00pm EDT"
1187,"America Live : FOXNEWS : October 20, 2010 12:00pm-2:00pm EST"
1188,"Special Report With Bret Baier : FOXNEWS : November 1, 2010 5:00pm-6:00pm EST"
1189,"America Live : FOXNEWS : December 30, 2010 1:00pm-3:00pm EST"
1190,"Forbes on FOX : FOXNEWS : January 8, 2011 11:00am-11:30am EST"
1191,"The FOX Report With Shepard Smith : FOXNEWS : January 25, 2011 7:00pm-8:00pm EST"
1192,"America's Newsroom : FOXNEWS : April 6, 2011 9:00am-11:00am EDT"
1193,"Geraldo at Large : FOXNEWS : April 30, 2011 10:00pm-11:00pm EDT"
1194,"FOX and Friends : FOXNEWS : May 30, 2011 6:00am-9:00am EDT"
1195,"Cavuto on Business : FOXNEWS : June 25, 2011 10:30am-11:00am EDT"
1196,"America's Newsroom : FOXNEWS : October 14, 2011 9:00am-11:00am EDT"
1197,"America's News Headquarters : FOXNEWS : October 23, 2011 10:00am-12:00pm EDT"
1198,"The FOX Report With Shepard Smith : FOXNEWS : October 25, 2011 7:00pm-8:00pm EDT"
1199,"Hannity : FOXNEWS : July 3, 2009 9:00pm-10:00pm EDT"
1200,"FOX and Friends : FOXNEWS : August 17, 2009 6:00am-9:00am EDT"
1201,"America's News HQ : FOXNEWS : August 29, 2009 2:00pm-4:59pm EDT"
1202,"Cavuto on Business : FOXNEWS : September 26, 2009 10:30am-11:00am EDT"
1203,"Cavuto on Business : FOXNEWS : October 3, 2009 10:30am-11:00am EDT"
1204,"Studio B With Shepard Smith : FOXNEWS : October 15, 2009 3:00pm-4:00pm EDT"
1205,"The Live Desk : FOXNEWS : January 14, 2010 1:00pm-3:00pm EST"
1206,"America's News HQ : FOXNEWS : January 31, 2010 10:00am-12:00pm EST"
1207,"The Journal Editorial Report : FOXNEWS : March 20, 2010 11:00pm-11:30pm EDT"
1208,"Red Eye : FOXNEWS : March 31, 2010 3:00am-4:00am EDT"
1209,"Geraldo at Large : FOXNEWS : November 14, 2010 1:00am-2:00am EST"
1210,"The FOX Report With Shepard Smith : FOXNEWS : March 15, 2011 7:00pm-8:00pm EDT"
1211,"The FOX Report With Shepard Smith : FOXNEWS : May 25, 2011 7:00pm-8:00pm EDT"
1212,"Red Eye : FOXNEWS : July 1, 2011 3:00am-4:00am EDT"
1213,"Forbes on FOX : FOXNEWS : October 15, 2011 11:00am-11:30am EDT"
1214,"Greta Van Susteren : FOXNEWS : November 1, 2011 1:00am-2:00am EDT"
1215,"America's Newsroom : FOXNEWS : November 1, 2011 9:00am-11:00am EDT"
1216,"Special Report With Bret Baier : FOXNEWS : November 2, 2011 6:00pm-7:00pm EDT"
1217,"America's News Headquarters : FOXNEWS : November 6, 2011 12:00pm-2:00pm EST"
1218,"Geraldo at Large : FOXNEWS : November 6, 2011 10:00pm-11:00pm EST"
1219,"FOX and Friends : FOXNEWS : November 7, 2011 6:00am-9:00am EST"
1220,"Studio B With Shepard Smith : FOXNEWS : February 28, 2012 3:00pm-3:30pm EST"
1221,"America's News Headquarters : FOXNEWS : March 4, 2012 10:00am-12:00pm EST"
1222,"Red Eye : FOXNEWS : March 6, 2012 3:00am-4:00am EST"
1223,"America's Election Headquarters : FOXNEWS : November 3, 2012 4:00pm-6:00pm EDT"
1224,"America's News HQ : FOXNEWS : July 5, 2009 11:00am-12:00pm EDT"
1225,"Geraldo at Large : FOXNEWS : July 6, 2009 1:00am-2:00am EDT"
1226,"Geraldo at Large : FOXNEWS : August 2, 2009 1:00am-2:00am EDT"
1227,"Happening Now : FOXNEWS : August 7, 2009 11:00am-1:00pm EDT"
1228,"Hannity : FOXNEWS : August 20, 2009 12:00am-1:00am EDT"
1229,"Hannity : FOXNEWS : October 2, 2009 12:00am-12:20am EDT"
1230,"America's News HQ : FOXNEWS : December 20, 2009 10:00am-12:00pm EST"
1231,"The Live Desk : FOXNEWS : January 4, 2010 1:00pm-3:00pm EST"
1232,"The Live Desk : FOXNEWS : January 13, 2010 1:00pm-3:00pm EST"
1233,"Hannity : FOXNEWS : January 22, 2010 12:00am-1:00am EST"
1234,"America's News HQ : FOXNEWS : January 24, 2010 10:00am-12:00pm EST"
1235,"FOX Report : FOXNEWS : April 11, 2010 3:00am-4:00am EDT"
1236,"Studio B With Shepard Smith : FOXNEWS : April 12, 2010 3:00pm-4:00pm EDT"
1237,"FOX and Friends : FOXNEWS : September 2, 2010 6:00am-9:00am EDT"
1238,"Glenn Beck : FOXNEWS : October 22, 2010 1:00am-2:00am EST"
1239,"America's News HQ : FOXNEWS : October 31, 2010 9:00am-11:00am EST"
1240,"FOX News Sunday With Chris Wallace : FOXNEWS : December 5, 2010 2:00pm-3:00pm EST"
1241,"America's News HQ : FOXNEWS : March 27, 2011 10:00am-12:00pm EDT"
1242,"The Journal Editorial Report : FOXNEWS : July 9, 2011 11:00pm-11:30pm EDT"
1243,"Your World With Neil Cavuto : FOXNEWS : October 5, 2011 4:00pm-5:00pm EDT"
1244,"America Live : FOXNEWS : October 17, 2011 1:00pm-3:00pm EDT"
1245,"Greta Van Susteren : FOXNEWS : October 21, 2011 1:00am-2:00am EDT"
1246,"Stossel : FOXNEWS : November 7, 2011 12:00am-1:00am EST"
1247,"America Live : FOXNEWS : January 2, 2012 1:00pm-3:00pm EST"
1248,"Special Report With Bret Baier : FOXNEWS : February 6, 2012 6:00pm-7:00pm EST"
1249,"The Five : FOXNEWS : August 7, 2012 5:00pm-6:00pm EDT"
1250,"Red Eye : FOXNEWS : July 12, 2009 12:00am-1:00am EDT"
1251,"America's News HQ : FOXNEWS : August 22, 2009 3:00pm-4:00pm EDT"
1252,"FOX News Watch : FOXNEWS : September 12, 2009 2:30pm-3:00pm EDT"
1253,"FOX and Friends Saturday : FOXNEWS : September 19, 2009 7:00am-10:00am EDT"
1254,"The FOX Report With Shepard Smith : FOXNEWS : December 17, 2009 7:00pm-8:00pm EST"
1255,"Glenn Beck : FOXNEWS : December 19, 2009 9:00pm-10:00pm EST"
1256,"Studio B With Shepard Smith : FOXNEWS : January 22, 2010 3:00pm-4:00pm EST"
1257,"America Live : FOXNEWS : March 12, 2010 1:00pm-3:00pm EST"
1258,"Studio B With Shepard Smith : FOXNEWS : April 13, 2010 3:00pm-4:00pm EDT"
1259,"America's News HQ : FOXNEWS : April 24, 2010 4:00pm-6:00pm EDT"
1260,"FOX and Friends Sunday : FOXNEWS : April 25, 2010 7:00am-10:00am EDT"
1261,"Hannity : FOXNEWS : October 19, 2011 9:00pm-10:00pm EDT"
1262,"Happening Now : FOXNEWS : April 11, 2012 11:00am-1:00pm EDT"
1263,"FOX and Friends Saturday : FOXNEWS : June 2, 2012 6:00am-10:00am EDT"
1264,"America's Election Headquarters : FOXNEWS : September 6, 2012 9:00pm-11:30pm EDT"
1265,"America's News HQ : FOXNEWS : July 5, 2009 12:00pm-1:23pm EDT"
1266,"The FOX Report With Shepard Smith : FOXNEWS : July 6, 2009 7:28pm-8:00pm EDT"
1267,"FOX and Friends Sunday : FOXNEWS : July 12, 2009 7:00am-10:00am EDT"
1268,"America's News HQ : FOXNEWS : September 6, 2009 4:00pm-6:00pm EDT"
1269,"Hannity : FOXNEWS : October 1, 2009 9:00pm-10:00pm EDT"
1270,"Red Eye : FOXNEWS : October 5, 2009 12:00am-1:00am EDT"
1271,"FOX and Friends : FOXNEWS : October 30, 2009 6:00am-9:00am EDT"
1272,"America's News HQ : FOXNEWS : January 17, 2010 10:00am-12:00pm EST"
1273,"America Live : FOXNEWS : February 1, 2010 1:00pm-3:00pm EST"
1274,"Forbes on FOX : FOXNEWS : March 8, 2010 5:00am-5:30am EST"
1275,"Forbes on FOX : FOXNEWS : April 10, 2010 11:00am-11:30am EDT"
1276,"The O'Reilly Factor : FOXNEWS : April 25, 2010 3:00pm-4:00pm EDT"
1277,"FOX and Friends : FOXNEWS : July 2, 2010 6:00am-9:00am EDT"
1278,"Geraldo at Large : FOXNEWS : August 1, 2010 10:00pm-11:00pm EDT"
1279,"FOX and Friends Sunday : FOXNEWS : September 5, 2010 7:00am-10:00am EDT"
1280,"America's News HQ : FOXNEWS : September 25, 2010 12:00pm-2:00pm EDT"
1281,"America Live : FOXNEWS : November 1, 2010 12:00pm-2:00pm EST"
1282,"Geraldo at Large : FOXNEWS : December 27, 2010 1:00am-2:00am EST"
1283,"Forbes on FOX : FOXNEWS : January 1, 2011 11:00am-11:30am EST"
1284,"FOX and Friends Saturday : FOXNEWS : February 19, 2011 7:00am-10:00am EST"
1285,"Red Eye : FOXNEWS : April 7, 2011 3:00am-4:00am EDT"
1286,"FOX News Watch : FOXNEWS : April 9, 2011 11:30pm-12:00am EDT"
1287,"Stossel : FOXNEWS : June 6, 2011 1:00am-2:00am EDT"
1288,"America's News Headquarters : FOXNEWS : October 2, 2011 12:00pm-2:00pm EDT"
1289,"America Live : FOXNEWS : October 10, 2011 1:00pm-3:00pm EDT"
1290,"Happening Now : FOXNEWS : October 20, 2011 11:00am-1:00pm EDT"
1291,"The Five : FOXNEWS : October 21, 2011 5:00pm-6:00pm EDT"
1292,"Stossel : FOXNEWS : October 24, 2011 12:00am-1:00am EDT"
1293,"FOX Report : FOXNEWS : October 29, 2011 7:00pm-8:00pm EDT"
1294,"Greta Van Susteren : FOXNEWS : November 3, 2011 1:00am-2:00am EDT"
1295,"Huckabee : FOXNEWS : November 6, 2011 8:00pm-9:00pm EST"
1296,"FOX News Sunday With Chris Wallace : FOXNEWS : November 6, 2011 9:00pm-10:00pm EST"
1297,"America's News Headquarters : FOXNEWS : December 4, 2011 10:00am-12:00pm EST"
1298,"Geraldo at Large : FOXNEWS : March 18, 2012 10:00pm-11:00pm EDT"
1299,"America's News HQ : FOXNEWS : July 12, 2009 11:00am-12:00pm EDT"
1300,"The Live Desk : FOXNEWS : July 20, 2009 1:00pm-3:00pm EDT"
1301,"The Live Desk : FOXNEWS : August 28, 2009 1:00pm-3:00pm EDT"
1302,"Special Report With Bret Baier : FOXNEWS : September 2, 2009 4:00am-5:00am EDT"
1303,"Bulls and Bears : FOXNEWS : September 26, 2009 10:00am-10:30am EDT"
1304,"FOX and Friends Saturday : FOXNEWS : November 7, 2009 7:00am-10:00am EST"
1305,"The FOX Report With Shepard Smith : FOXNEWS : January 27, 2010 7:52pm-8:00pm EST"
1306,"America Live : FOXNEWS : February 10, 2010 1:00pm-3:00pm EST"
